scenario,system_prefix_duplicate_fraction,family_context_duplicate_fraction,effective_context_tokens_per_agent,model,node_count,agent_count,tokens_per_second,mean_token_latency_ms,p95_token_latency_ms,mean_expert_batch_size,maximum_network_link_busy_fraction
system-95-family-70,0.95,0.7,54023.4375,Qwen3.8 Flash Next,7,5395,10426.022435764567,442.75159208154116,464.6072453217559,73.18527854802117,0.17856305512041068
system-99-family-70,0.99,0.7,100000.0,Qwen3.8 Flash Next,7,1,66.33910492209075,15.074065306946922,15.702337759854675,1,0.00397602055493349
system-99-family-70,0.99,0.7,76100.0,Qwen3.8 Flash Next,7,2,133.50776392485943,14.91361885316639,16.35857082758102,1.0007581501137226,0.004757719625587283
system-99-family-70,0.99,0.7,68133.33333333333,Qwen3.8 Flash Next,7,3,200.633714125895,14.916310745548037,16.17000756040168,1.0039525691699605,0.005528819985996586
system-99-family-70,0.99,0.7,64150.0,Qwen3.8 Flash Next,7,4,264.63590058608634,15.116070438615619,16.59421415905994,1.0054988216810683,0.006496804945955183
system-99-family-70,0.99,0.7,61760.0,Qwen3.8 Flash Next,7,5,322.2818024116229,15.324331783221764,17.115008345196724,1.0113268608414239,0.006495052829414423
system-99-family-70,0.99,0.7,60166.66666666667,Qwen3.8 Flash Next,7,6,369.5943410325509,15.964068790462575,19.964144313051104,1.0136765888978279,0.007567022543582156
system-99-family-70,0.99,0.7,59028.57142857143,Qwen3.8 Flash Next,7,7,434.54791647607993,15.74686207237641,17.487822526264907,1.0177993527508091,0.007672725326163673
system-99-family-70,0.99,0.7,58175.0,Qwen3.8 Flash Next,7,8,424.3524961814316,18.497190149398378,21.96908885198271,1.0265232974910394,0.008995712536129687
system-99-family-70,0.99,0.7,56980.0,Qwen3.8 Flash Next,7,10,470.4087676122907,20.6087026939603,23.65355370743561,1.0425531914893618,0.009482435236801914
system-99-family-70,0.99,0.7,55386.66666666667,Qwen3.8 Flash Next,7,15,663.2203140569515,22.17374249002962,25.205129230384408,1.1173184357541899,0.012865940132774931
system-99-family-70,0.99,0.7,54372.72727272727,Qwen3.8 Flash Next,7,22,740.2393377738229,28.204227354099178,33.08245100605889,1.1649214659685865,0.013536141809597923
system-99-family-70,0.99,0.7,53693.75,Qwen3.8 Flash Next,7,32,980.0822562367385,30.22693634909385,36.360277015930784,1.2832494608195544,0.019297579185063703
system-99-family-70,0.99,0.7,53505.434782608696,Qwen3.8 Flash Next,7,46,1252.239146589008,35.2830651624594,44.115081271999806,1.423482187656799,0.023353173541222627
system-99-family-70,0.99,0.7,53366.17647058824,Qwen3.8 Flash Next,7,68,1638.9736315215048,37.99886331083713,45.052796512417494,1.8540942928039703,0.02824897903385251
system-99-family-70,0.99,0.7,53273.0,Qwen3.8 Flash Next,7,100,2313.6353869228496,42.584865032131965,49.98990715056419,2.4583845838458385,0.03589191739314124
system-99-family-70,0.99,0.7,53229.6875,Qwen3.8 Flash Next,7,147,3179.5987183655934,45.799578403974756,52.53784512862451,3.4270787984327384,0.051349006216533905
system-99-family-70,0.99,0.7,53229.6875,Qwen3.8 Flash Next,7,215,3740.6332166270904,51.18896588561974,58.356236591053815,4.746436609152288,0.06436489492175322
system-99-family-70,0.99,0.7,53229.6875,Qwen3.8 Flash Next,7,316,4759.6587895339435,58.48148015719916,66.86155669771871,6.75009147457007,0.0807876145852772
system-99-family-70,0.99,0.7,53229.6875,Qwen3.8 Flash Next,7,464,6715.195350019442,68.76364520065935,75.96421368783211,9.301161393672407,0.10248049871510541
system-99-family-70,0.99,0.7,53229.6875,Qwen3.8 Flash Next,7,681,8149.404051378887,82.97923919885808,90.29238677772122,13.237762237762238,0.12697254564832294
system-99-family-70,0.99,0.7,53229.6875,Qwen3.8 Flash Next,7,1000,9657.64799348055,103.34392295763544,110.29086651052218,19.40993788819876,0.14367825211993468
system-99-family-70,0.99,0.7,53229.6875,Qwen3.8 Flash Next,7,1468,10811.652023636587,135.70872618889007,142.7379078671829,25.799648506151144,0.15874211012378178
system-99-family-70,0.99,0.7,53229.6875,Qwen3.8 Flash Next,7,2154,11658.055657285026,184.92741221624212,193.01188893454844,39.522935779816514,0.17495688210732155
system-99-family-70,0.99,0.7,53229.6875,Qwen3.8 Flash Next,7,3162,12131.045362712453,260.4571428461762,272.12484979620206,55.08134805345729,0.18238277229248614
system-99-family-70,0.99,0.7,53229.6875,Qwen3.8 Flash Next,7,4642,12183.549366509631,377.73424980344953,395.91992239375304,69.22397852669252,0.18520604529521367
system-99-family-70,0.99,0.7,53229.6875,Qwen3.8 Flash Next,7,5476,10536.16048187128,443.2280820682144,464.23820641264484,75.11162432640492,0.17799217077383486
